RNF14	Rnf14
RNA5SP390	Gm24808
SEMA4B	Sema4b
DDX55	Ddx55
SEMA4D	Sema4d
AKR1B1	Akr1b3
OR2L2	Olfr167
C4B	C4b
CTAGE8	Ctage5
CTAGE9	Ctage5
BYSL	Bysl
OTUD7B	Otud7b
SQRDL	Sqrdl
CTAGE1	Ctage5
CTAGE4	Ctage5
CTAGE5	Ctage5
CTAGE6	Ctage5
SVBP	Svbp
TRIM16L	Trim16
HSPA9	Hspa9
CEACAM3	Ceacam1,Ceacam2
SCN4A	Scn4a
PCYT1B	Pcyt1b
OR2L3	Olfr167
SUMO3	Sumo3
DLX6AS1_2	Gm27905
LRP2	Lrp2
SUMO2	Sumo2
RNU6845P	Gm24121
CDC42BPB	Cdc42bpb
GIP	Gip
TMCO4	Tmco4
RNU156P	Gm24621
CRTAC1	Crtac1
RNU6ATAC31P	Gm25541
RPP38	Rpp38
ZNF195	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
GIF	Gif
SERP1	Serp1
LRP1	Lrp1
SNORD31	Gm23246
LRP6	Lrp6
MS4A4A	Ms4a4a,Ms4a4b,Ms4a4c,Ms4a4d
CNDP1	Cndp1
CNDP2	Cndp2
MOCS3	Mocs3
STRBP	Strbp
LRP4	Lrp4
TTI1	Tti1
MOCS2	Mocs2
ZCRB1	Zcrb1
LRP5	Lrp5
MOCS1	Mocs1
NPB	Npb
AHR	Ahr
SCGN	Scgn
GADD45GIP1	Gadd45gip1
RNU670P	Gm24848
COLEC12	Colec12
ENC1	Enc1
COLEC10	Colec10
COLEC11	Colec11
NPW	Npw
TXNRD1	Txnrd1
LRP8	Lrp8
NPS	Nps
ACTA2	Acta2
MTCYB	mt-Cytb
ACTA1	Acta1
UGT2A1	Gm43638,Ugt2a1
EMCN	Emcn
QSOX2	Qsox2
INSL5	Insl5
PDS5A	Pds5a
PDS5B	Pds5b
RNU6447P	Gm23038
KCTD10	Kctd10
C9ORF64	2210016F16Rik
TSTD1	Tstd1
TSTD2	Tstd2
PLXNA4	Plxna4
KPNB1	Kpnb1
BNIPL	Bnipl
USP17L12	Usp17la,Usp17lb,Usp17lc,Usp17ld,Usp17le
OR4D5	Olfr984
TADA2A	Tada2a
TADA2B	Tada2b
PSMB4	Psmb4
NR2C2AP	Nr2c2ap
PAICS	Paics
OR1I1	Olfr1357
RSBN1L	Rsbn1l
UBXN2B	Ubxn2b
SIX3OS1_1	Gm27435
KYAT1	Kyat1
VWA5B1	Vwa5b1
KIAA0319	D130043K22Rik
DYNC2LI1	Dync2li1
KIF1BP	Kif1bp
EDARADD	Edaradd
USP17L11	Usp17la,Usp17lb,Usp17lc,Usp17ld,Usp17le
ZNF212	Zfp212
OR4D6	Olfr1428
KIF9	Kif9
KIF6	Kif6
KIF7	Kif7
ACMSD	Acmsd
KCNQ5	Kcnq5
KCNQ2	Kcnq2
KCNQ3	Kcnq3
RNU192P	Gm24961
KCNQ1	Kcnq1
ALDH8A1	Aldh8a1
HOXC10	Hoxc10
HOXC13	Hoxc13
HOXC12	Hoxc12
VEGFA	Vegfa
GLO1	Glo1
VEGFC	Vegfc
PLN	Pln
LHX4	Lhx4
TCEANC2	Tceanc2
RTTN	Rttn
BNIP1	Bnip1
BNIP2	Bnip2
BNIP3	Bnip3
SNORD72	Snord72
PDE4C	Pde4c
INSL6	Insl6
ASTN2	Astn2
RNU6410P	Gm22019
KCTD15	Kctd15
KIR2DL3	Kir3dl1,Kir3dl2
PTGER4	Ptger4
EMC9	Emc9
EMC8	Emc8
ZBTB18	Zbtb18
FLOT1	Flot1
FLOT2	Flot2
KIR2DL4	Kir3dl1,Kir3dl2
EMC3	Emc3
EMC2	Emc2
EMC1	Emc1
EMC7	Emc7
EMC6	Emc6
UAP1	Uap1
EMC4	Emc4
SEPP1	Sepp1
IYD	Iyd
LINS1	Lins1
OTUD5	Otud5
OTUD4	Otud4
OTUD3	Otud3
AP3M1	Ap3m1
AP3M2	Ap3m2
PTGER1	Ptger1
SHH	Shh
AKAP14	Akap14
STKLD1	Stkld1
AKAP12	Akap12
AKAP13	Akap13
AKAP10	Akap10
AKAP11	Akap11
HTRA4	Htra4
RP13347D87	Gm6268
COL2A1	Col2a1
CCDC8	Ccdc8
HTRA2	Htra2
HTRA3	Htra3
RN7SKP220	Gm23624
BSDC1	Bsdc1
PHEX	Phex
MFSD6	Mfsd6
PYY	Pyy
S100Z	S100z
UNC5CL	Unc5cl
KIRREL	Kirrel
LNP1	Lnp1
DNAH2	Dnah2
LIMK1	Limk1
LNPK	Lnpk1
EGLN2	Egln2
NASP	Nasp
SPIB	Spib
SPIC	Spic
TNKS1BP1	Tnks1bp1
PLA2G10	Pla2g10
TUBB4A	Tubb4a
RNU639P	Gm23144
RNU6590P	Gm22476,Gm23013,Gm25768,Gm26133
ARID5B	Arid5b
ARID5A	Arid5a
BMPR1A	Bmpr1a
PSMD8	Psmd8
ITGAD	Itgad
MAP2K1	Map2k1
TP73	Trp73
ABT1	Abt1
RNU6494P	Gm24116
LTK	Ltk
CRYGB	Crygb
GLS2	Gls2
MAP2K6	Map2k6
SLC38A5	Slc38a5
LAPTM4A	Laptm4a
MAP2K5	Map2k5
SPCS2	Spcs2
LAPTM4B	Laptm4b
ANKH	Ank
RASGRP2	Rasgrp2
ALG1L2	Alg1
EGFR	Egfr
SLC38A7	Slc38a7
RNU61289P	Gm23166
EMID1	Emid1
RCVRN	Rcvrn
NLRC4	Nlrc4
WDR86	Wdr86
ALOX5AP	Alox5ap
WDR81	Wdr81
WDR82	Wdr82
NLRC5	Nlrc5
SLC38A1	Slc38a1
TEAD1	Tead1
WAPL	Wapl
ACER2	Acer2
ACER3	Acer3
FRMD4A	Frmd4a
ACER1	Acer1
SLC38A3	Slc38a3
AARSD1	Aarsd1
ESYT1	Esyt1
ESYT2	Esyt2
ESYT3	Esyt3
CXCR3	Cxcr3
CXCR2	Cxcr2
CXCR1	Cxcr1
CXCR6	Cxcr6
CXCR5	Cxcr5
CXCR4	Cxcr4
JAG2	Jag2
JAG1	Jag1
CLRN2	Clrn2
CLRN3	Clrn3
LRRC9	Lrrc9
FOLH1	Folh1
PIP4K2A	Pip4k2a
APPBP2	Appbp2
MINK1	Mink1
TFF1	Tff1
QRICH2	Qrich2
QRICH1	Qrich1
RNU6547P	Gm25637
USP17L18	Usp17la,Usp17lb,Usp17lc,Usp17ld,Usp17le
E4F1	E4f1
CRYBB3	Crybb3
FO5387571	Wash1
CRYBB1	Crybb1
EXOC2	Exoc2
EXOC3	Exoc3
DEFB107A	Defb13
EXOC1	Exoc1
BNC1	Bnc1
EXOC7	Exoc7
EXOC4	Exoc4
EXOC5	Exoc5
UBE2Q2	Ube2q2
EXOC8	Exoc8
MAPKBP1	Mapkbp1
ANK1	Ank1
ANK2	Ank2
ANK3	Ank3
MGAT4A	Mgat4a
CHRNG	Chrng
CHRND	Chrnd
CHRNE	Chrne
IFI44	Ifi44
BZW1	Bzw1
RNU1141P	Gm26312
BZW2	Bzw2
RNU61140P	Gm24917
RNU220P	Gm25106
RAD17	Rad17
RP11439C156	Cln8
EVA1A	Eva1a
EVA1B	Eva1b
EVA1C	Eva1c
C5AR2	C5ar2
C5AR1	C5ar1
TNRC6C	Tnrc6c
TNNC1	Tnnc1
OR9A4	Olfr460
CYP3A7	Cyp3a11,Cyp3a13,Cyp3a16,Cyp3a41a,Cyp3a41b,Cyp3a44
TMEM136	Tmem136
USP25	Usp25
USP24	Usp24
PSMD6	Psmd6
CYP3A4	Cyp3a11,Cyp3a13,Cyp3a16,Cyp3a41a,Cyp3a41b,Cyp3a44
TRIP4	Trip4
USP20	Usp20
ADAMTS5	Adamts5
ADAMTS4	Adamts4
ADAMTS7	Adamts7
ADAMTS6	Adamts6
ADAMTS1	Adamts1
ADAMTS3	Adamts3
ARHGEF9	Arhgef9
CCSER2	Ccser2
ARHGEF7	Arhgef7
ARHGEF4	Arhgef4
CCSER1	Ccser1
ARHGEF2	Arhgef2
ARHGEF3	Arhgef3
COTL1	Cotl1
ARHGEF1	Arhgef1
CDH9	Cdh9
CDH8	Cdh8
PROKR2	Prokr2
GMCL1	Gmcl1
TBX2	Tbx2
CDH1	Cdh1
CDH3	Cdh3
CDH2	Cdh2
CDH5	Cdh5
CDH4	Cdh4
CDH7	Cdh7
CDH6	Cdh6
CENPO	Cenpo
CENPN	Cenpn
DPP10	Dpp10
CENPL	Cenpl
CENPK	Cenpk
CENPJ	Cenpj
CENPI	Cenpi
CENPH	Cenph
SIMC1	Simc1
CENPF	Cenpf
CENPE	Cenpe
ZNF66	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
CENPC	Cenpc1
CENPB	Cenpb
CENPA	Cenpa
CCDC42	Ccdc42
LDB2	Ldb2
LDB3	Ldb3
CLCF1	Clcf1
LDB1	Ldb1
PALM	Palm
PABPC4L	Pabpc4l
SERPINI1	Serpini1
CENPW	Cenpw
CENPV	Cenpv
CENPU	Cenpu
CENPT	Cenpt
SERPINI2	Serpini2
CENPQ	Cenpq
CENPP	Cenpp
TRMU	Trmu
LIN9	Lin9
MIF4GD	Mif4gd
ATP5G1	Atp5g1
RNU6931P	Gm26355
UCKL1	Uckl1
RNU6964P	Gm27449
ADGRG7	Adgrg7
ADGRG6	Adgrg6
ADGRG5	Adgrg5
PLEKHA7	Plekha7
ADGRG3	Adgrg3
ADGRG2	Adgrg2
ADGRG1	Adgrg1
PLEKHA3	Plekha3
NETO1	Neto1
ABC742404400C241	Syt15
PLEKHA8	Plekha8
STBD1	Stbd1
KMT2C	Kmt2c
RFESD	Rfesd
OR1D2	Olfr412
KMT2A	Kmt2a
RN7SKP210	Gm23553,Gm26037,Gm26210
HCN4	Hcn4
DHX38	Dhx38
SAMD4A	Samd4
C6ORF141	9130008F23Rik
TRIB1	Trib1
TRIB2	Trib2
TRIB3	Trib3
DHX30	Dhx30
C6ORF136	2310061I04Rik
DHX32	Dhx32
DHX33	Dhx33
DHX34	Dhx34
DHX35	Dhx35
DHX36	Dhx36
DHX37	Dhx37
WDHD1	Wdhd1
CABIN1	Cabin1
SNRNP25	Snrnp25
LAYN	Layn
MGAM	Mgam
AP4S1	Ap4s1
B3GNTL1	B3gntl1
LUM	Lum
C1ORF53	2310009B15Rik
C1ORF52	2410004B18Rik
C1ORF50	AU022252
C1ORF56	Gm128
VN1R4	Vmn1r233,Vmn1r234,Vmn1r235,Vmn1r236,Vmn1r237
C1ORF54	BC028528
ZNF764	9130019O22Rik,E430018J23Rik,Zfp747,Zfp764
PGBD1	Pgbd1
C12ORF60	BC049715
C12ORF66	BC048403
C12ORF65	2810006K23Rik
RPP21	Rpp21
SPATA5	Spata5
VNN1	Vnn1
RPP25	Rpp25
RP11451G42	Gm34302
PMCH	Pmch
PLSCR4	Plscr4
ECSIT	Ecsit
ZSCAN10	Zscan10
WIF1	Wif1
CLDN24	Cldn22,Cldn24
HHATL	Hhatl
FAM185A	Fam185a
JTB	Jtb
HACD1	Hacd1
RETNLB	Retnla,Retnlb,Retnlg
HACD3	Hacd3
HACD2	Hacd2
SUPT6H	Supt6
HACD4	Hacd4
CTC441N144	1700034E13Rik
SKOR2	Skor2
CILP2	Cilp2
DOPEY2	Dopey2
DOPEY1	Dopey1
PRIM2	Prim2
TRBV28	Trbv29
CTC518B28	Klk9
ST8SIA5	St8sia5
ZNF503	Zfp503
OR5A1	Olfr76
SMAD4	Smad4
ZNF506	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
UBAP1L	Ubap1l
VAX2	Vax2
ZFP36L2	Zfp36l2
NOP9	Nop9
RNU115P	Gm23000,Gm25515
VPS52	Vps52
GPBP1	Gpbp1
TREM1	Trem1
TREM2	Trem2
STK24	Stk24
POTEB2	Ankrd26
POTEB3	Ankrd26
RNU61195P	Gm23731,Gm25596
MYH3	Myh3
GREB1	Greb1
HAO1	Hao1
MYH6	Myh6
MYH7	Myh7
MYH4	Myh4
THBS2	Thbs2
RACGAP1	Racgap1
FAM167B	Fam167b
FAM167A	Fam167a
MYH9	Myh9
ZNF341	Zfp341
C11ORF88	4833427G06Rik
TNRC6A	Tnrc6a
TSC22D1	Tsc22d1
CELF6	Celf6
VGLL2	Vgll2
VGLL3	Vgll3
CADM4	Cadm4
VGLL1	Vgll1
CADM2	Cadm2
CADM3	Cadm3
VGLL4	Vgll4
CADM1	Cadm1
FGD5	Fgd5
FGD4	Fgd4
MPHOSPH10	Mphosph10
CELF4	Celf4
FGD1	Fgd1
FGD3	Fgd3
FGD2	Fgd2
RN7SL153P	Gm27853
UBE2G1	Ube2g1
CEP250	Cep250
CELF2	Celf2
GCN1	Gcn1l1
CELF1	Celf1
MERTK	Mertk
SMAD7	Smad7
VCPIP1	Vcpip1
SNORA2B	Snora2b
UHRF1	Uhrf1
UHRF2	Uhrf2
FAM149B1	Fam149b
CNNM1	Cnnm1
CNNM3	Cnnm3
CNNM2	Cnnm2
CNNM4	Cnnm4
TANGO6	Tango6
PIP5K1C	Pip5k1c
PIP5K1B	Pip5k1b
PIP5K1A	Pip5k1a
HHLA1	Hhla1
KEAP1	Keap1
MYO9B	Myo9b
MYO9A	Myo9a
THG1L	Thg1l
RP11811O141	RP23-440M14.3
RNU61171P	Gm22458
DSCC1	Dscc1
PHF14	Phf14
POLA2	Pola2
POLA1	Pola1
SMN1	Smn1
PHF10	Phf10
PHF11	Gm6904,Phf11a,Phf11b,Phf11c,Phf11d
AC0186381	Fam71f2
PHF13	Phf13
FOXQ1	Foxq1
PHF19	Phf19
FBRSL1	Fbrsl1
ZNF711	Zfp711
EZH1	Ezh1
RNA5SP174	Gm24647,n-R5s42
MEGF8	Megf8
EZH2	Ezh2
SLC5A4	Slc5a4a,Slc5a4b
CCNB1IP1	Ccnb1ip1
RNA5SP231	Gm23198
SLC5A7	Slc5a7
RLN3	Rln3
PRSS8	Prss8
TIA1	Tia1
MEGF6	Megf6
TEN1	Ten1
UBN1	Ubn1
PNLIPRP1	Pnliprp1
AC00913322	Qprt
PNLIPRP2	Pnliprp2
RAVER1	Raver1
PITHD1	Pithd1
ALX3	Alx3
NAA40	Naa40
ALX1	Alx1
SNORD16	Snord16a
RB1	Rb1
ALX4	Alx4
SPATA31A7	Spata31
RNU6622P	Gm22333
UCN	Ucn
RNA5SP173	Gm23114,n-R5s172
CTC281F245	Gm43951
ZBTB2	Zbtb2
CARD19	Card19
ATAD3C	Atad3a
ATAD3B	Atad3a
ATAD3A	Atad3a
MAT2B	Mat2b
NR4A2	Nr4a2
CYP21A2	Cyp21a1
CARD11	Card11
CARD10	Card10
S100PBP	S100pbp
CARD14	Card14
CASC3	Casc3
CASC1	Casc1
WDR43	Wdr43
ARR3	Arr3
SPSB4	Spsb4
CASC4	Casc4
COL24A1	Col24a1
PXMP2	Pxmp2
GNB2	Gnb2
PXMP4	Pxmp4
HAO2	Hao2
RIPK3	Ripk3
NCEH1	Nceh1
HN1L	Hn1l
RNU6ATAC40P	Gm22105
CUL4A	Cul4a
CUL4B	Cul4b
CYP2C19	Cyp2c29,Cyp2c37,Cyp2c38,Cyp2c39,Cyp2c40,Cyp2c50,Cyp2c54,Cyp2c65,Cyp2c66,Cyp2c67,Cyp2c68,Cyp2c69
CYP2C18	Cyp2c55
TBX1	Tbx1
WDR49	Wdr49
BOLA1	Bola1
NUDT16	1700080E11Rik,Nudt16
BOLA3	Bola3
BOLA2	Bola2
RIPK2	Ripk2
IMMT	Immt
GLCCI1	Glcci1
SLC6A3	Slc6a3
ASB10	Asb10
SLC6A1	Slc6a1
SLC6A7	Slc6a7
NUTM1	Nutm1
NDUFB9	Ndufb9
ASB11	Asb11
NDUFB7	Ndufb7
NDUFB6	Ndufb6
NDUFB5	Ndufb5
NDUFB4	Ndufb4
NDUFB3	Ndufb3
ASB12	Asb12
GPR39	Gpr39
WDR13	Wdr13
ASB13	Asb13
GPR31	Gpr31b
RNU6700P	Gm26149
GPR33	Gpr33
UFD1L	Ufd1l
GPR35	Gpr35
GPR34	Gpr34
GPR37	Gpr37
LRPPRC	Lrpprc
EQTN	Eqtn
SUGT1	Sugt1
FAM50B	Fam50b
FAM50A	Fam50a
FMNL2	Fmnl2
FMNL3	Fmnl3
FMNL1	Fmnl1
ZIC4	Zic4
ZNFX1AS1_1	Gm27494
STAP2	Stap2
STAP1	Stap1
TBC1D20	Tbc1d20
RNU631P	Gm22633,Gm24508,Gm25698
NEXN	Nexn
UMAD1	Gm45062,Umad1
JAK2	Jak2
MAPRE1	Mapre1
MAPRE3	Mapre3
MAPRE2	Mapre2
AQP6	Aqp6
AQP7	Aqp7
AQP4	Aqp4
ANKRD46	Ankrd46
AQP2	Aqp2
AQP3	Aqp3
AQP1	Aqp1
ZIC1	Zic1
ANKRD49	Ankrd49
TM6SF2	Tm6sf2
AQP8	Aqp8
AQP9	Aqp9
GRM4	Grm4
NOP2	Nop2
RNU6912P	Gm23038
SCARNA8	Scarna8
SCARNA7	Gm22009
PATZ1	Patz1
SCARNA5	Gm25395
SCARNA4	Gm22813,Gm22897,Gm23370,Gm25058,Gm25820,Gm25825,Gm26039,Gm26413
SCARNA3	Gm22387,Gm22416,Gm24718,Gm25119,Scarna3a,Scarna3b
RP1130H1618	Tbc1d10a
SCARNA1	Gm22767
SNORD88C	Gm26247
TAGAP	Tagap,Tagap1
GRM7	Grm7
MRRF	Mrrf
MPV17L	Mpv17l
PHB	Phb
MCRIP1	Fam195b
GSC	Gsc
ZNF382	Zfp382
ETNPPL	Etnppl
PGGT1B	Pggt1b
RHAG	Rhag
IFIT1B	Ifit1,Ifit1bl1,Ifit1bl2
NR1H2	Nr1h2
POM121L12	Pom121l12
GUCY1B3	Gucy1b3
RNF215	Rnf215
RNF214	Rnf214
RNF217	Rnf217
NR1H3	Nr1h3
LZTR1	Lztr1
RTCA	Rtca
RNF213	Rnf213
RNF212	Rnf212
MED29	Med29
FUNDC2	1700034I23Rik,Fundc2
STX2	Stx2
ZNF326	Zfp326
RNU6631P	Gm24121
ADORA1	Adora1
MED20	Gm20517,Med20
ENAH	Enah
MED22	Med22
MED25	Med25
ATRAID	Atraid
MED27	Med27
ENAM	Enam
GUCY2C	Gucy2c
CC2D1A	Cc2d1a
SEPT8	Sept8
CC2D1B	Cc2d1b
SEPT5	Sept5
SEPT4	Sept4
SEPT7	Sept7
SEPT6	Sept6
SEPT1	Sept1
BDNF	Bdnf
SEPT3	Sept3
FNBP1L	Fnbp1l
KANSL3	Kansl3
KANSL2	Kansl2
KANSL1	Kansl1
UTS2R	Uts2r
RNU665P	Gm23207
RYR1	Ryr1
SNORA5C	Snora5c
GK2	Gk2
GK5	Gk5
TRIAP1	Triap1
RBM34	Rbm34
TMEM63A	Tmem63a
RNU61282P	Gm26076
CDK5R1	Cdk5r1
TXNDC15	Txndc15
RBM33	Rbm33
C11ORF98	1810009A15Rik
C11ORF97	1700012B09Rik
C11ORF96	Gm13889
C11ORF95	2700081O15Rik
C11ORF94	1700029I15Rik
RBM39	Rbm39
CCER1	Ccer1
C11ORF91	A930018P22Rik
EPHB2	Ephb2
EPHB3	Ephb3
EPHB1	Ephb1
EPHB6	Ephb6
PARD3B	Pard3b
EPHB4	Ephb4
DNAJC5B	Dnajc5b
TOM1L1	Tom1l1
PARP6	Parp6
EPN1	Epn1
DNAJC5G	Dnajc5g
EPN3	Epn3
EPN2	Epn2
BTNL9	Btnl9
BCCIP	Bccip
RNU6266P	Gm24268,Gm24536,Gm25257
TP53INP1	Trp53inp1
TP53INP2	Trp53inp2
TAS2R14	Tas2r103,Tas2r109,Tas2r110,Tas2r113,Tas2r115,Tas2r116,Tas2r117,Tas2r123,Tas2r125,Tas2r129,Tas2r140
BTNL2	Btnl2
TSN	Tsn
ANG	Ang,Ang2,Ang4,Ang5,Ang6
ALDH4A1	Aldh4a1
TIFAB	Tifab
AAMDC	Aamdc
RP11310K101	Pcdh20
TRAF3IP2	Traf3ip2
MELK	Melk
RIMS4	Rims4
NVL	Nvl
FGF22	Fgf22
FGF23	Fgf23
FGF20	Fgf20
FGF21	Fgf21
MDFI	Mdfi
SLC4A11	Slc4a11
RASIP1	Rasip1
SLC9B2	Slc9b2
LAGE3	Lage3
ACTC1	Actc1
DSN1	Dsn1
VPS8	Vps8
ZNF35	Zfp105
GAREM2	Gareml
BCL2L2PABPN1	Gm20521
SNORD36B	Gm22879
GAREM1	Garem
C9ORF84	AI481877
C9ORF85	1110059E24Rik
ZFP3	Zfp3
SH3GL1	Sh3gl1
SH3GL3	Sh3gl3
SH3GL2	Sh3gl2
SLC10A3	Slc10a3
SLC10A2	Slc10a2
SLC10A1	Slc10a1
SLC10A7	Slc10a7
SLC10A6	Slc10a6
SLC10A5	Slc10a5
ANKMY1	Ankmy1
RNU61067P	Gm24283,Gm24393
SNORA24	Gm23012,Gm23482,Gm24172,Gm24252,Gm24338,Gm24918,Gm26147,Gm26458,Snora24
MPST	Mpst
MEIKIN	Meikin
FHL2	Fhl2
FHL3	Fhl3
FHL1	Fhl1
TYRO3	Tyro3
FHL5	Fhl5
SFTPA2	Sftpa1
PUS10	Pus10
FTH1	Fth1
UGGT2	Uggt2
RNU180P	Gm24736
UGGT1	Uggt1
BSPRY	Bspry
ZNF248	Zfp248
ITPRIPL2	Itpripl2
ITPRIPL1	Itpripl1
RNU194P	Gm24725
WWC1	Wwc1
SFTPA1	Sftpa1
KIAA1755	D630003M21Rik
ALDH7A1	Aldh7a1
PAWR	Pawr
RAD51D	Rad51d
RAD51C	Rad51c
RAD51B	Rad51b
VASH2	Vash2
TRGV4	Tcrg-V7
UMOD	Umod
CTDSPL2	Ctdspl2
PDPR	Pdpr
OR5D14	Olfr1162,Olfr1163
UGT1A10	Ugt1a10,Ugt1a8,Ugt1a9
SAP25	Sap25
GATAD2B	Gatad2b
RNU154P	Gm22248
GATAD2A	Gatad2a
GPA33	Gpa33
LGI1	Lgi1
WBP1	Wbp1
HMGXB3	Hmgxb3
HMGXB4	Hmgxb4
LGI2	Lgi2
SLC30A2	Slc30a2
DIP2A	Dip2a
DIP2B	Dip2b
DIP2C	Dip2c
BAHD1	Bahd1
SLCO3A1	Slco3a1
MYLPF	Mylpf
DCLRE1B	Dclre1b
DCLRE1C	Dclre1c
YES1	Yes1
DCLRE1A	Dclre1a
ZNF852	Zkscan7
RN7SKP244	Gm22553
DNA2	Dna2
RN7SKP242	Gm24685,Gm25051
ECT2	Ect2
STAM2	Stam2
NADK	Nadk
RN7SKP249	Gm22667
ZCCHC9	Zcchc9
FAM134B	Fam134b
NKX11	Nkx1-1
KCNS1	Kcns1
KCNS2	Kcns2
KCNS3	Kcns3
RN7SL561P	Gm27853
ZCCHC2	Zcchc2
CYP4A22	Cyp4a10,Cyp4a12a,Cyp4a12b,Cyp4a14,Cyp4a29,Cyp4a30b,Cyp4a31,Cyp4a32
STXBP6	Stxbp6
ZCCHC7	Zcchc7
ZCCHC6	Zcchc6
ZCCHC5	Zcchc5
UBE2L6	Ube2l6
RENBP	Renbp
IMPACT	Impact
RSPRY1	Rspry1
WDFY1	Wdfy1
DRG2	Drg2
SPOP	Gm10696,Gm10697,Gm37596,Gm4778,Gm4858,Gm5286,Gm5773,Gm9117,Gm9125,Spop,Tdpoz1,Tdpoz2,Tdpoz3,Tdpoz4,Tdpoz5
MRPS36	Mrps36
TBL1X	Tbl1x
SLCO2A1	Slco2a1
CHADL	Chadl
SNORA50C	Gm22711
SNORA50A	Gm26265
TP53BP1	Trp53bp1
TP53BP2	Trp53bp2
KRTAP271	Krtap27-1
XXYLT1	Xxylt1
IGKV19	Igkv15-103
IPPK	Ippk
NDUFA4L2	Ndufa4l2
ARID3A	Arid3a
UPP2	Upp2
ARID3C	Arid3c
ARID3B	Arid3b
RNA5SP470	n-R5s73
CASQ2	Casq2
INA	Ina
RN7SL229P	Gm27853
MEDAG	Medag
SNORD62B	Gm25632
RNU6464P	Gm26011
RNF146	Rnf146
RNU6453P	Gm25895
ADPRHL1	Adprhl1
ADPRHL2	Adprhl2
CEP85L	Cep85l
DARS	Dars
GLRX5	Glrx5
LYPLA2	Lypla2
MC2R	Mc2r
GLRX2	Glrx2
GLRX3	Glrx3
PIH1D2	Pih1d2
ATP2B1	Atp2b1
PIH1D1	Pih1d1
SPG7	Spg7
ICA1	Ica1
WBP4	Wbp4
S100A11	S100a11
S100A10	S100a10
S100A13	S100a13
S100A14	S100a14
PHYHIP	Phyhip
S100A16	S100a16
L3HYPDH	L3hypdh
ATP2B2	Atp2b2
AHCYL1	Ahcyl1
RNU6258P	Gm25268
AHCYL2	Ahcyl2
GRK6	Grk6
A4GNT	A4gnt
GRK4	Grk4
GRK5	Grk5
GRK2	Adrbk1
GRK3	Adrbk2
CYBRD1	Cybrd1
CAPN7	Capn7
CAPN6	Capn6
CAPN5	Capn5
CAPN3	Capn3
CAPN2	Capn2
CAPN1	Capn1
OR9G1	Olfr1013,Olfr1014,Olfr1016
RPE	Rpe
DLEU7	Dleu7
CTAG1A	Ctag2,Gm6880,Gm6890
CAPN9	Capn9
CAPN8	Capn8
EVF2_5P	Dlx6os1
SPAG8	Spag8
SPAG9	Spag9
PRRC2C	Prrc2c
PRRC2B	Prrc2b
P4HB	P4hb
PVT1_3	Gm27718,Gm27894
SARAF	Saraf
SLC2A12	Slc2a12
HTR6	Htr6
HTR7	Htr7
HTR4	Htr4
KLHL5	Klhl5
KLHL2	Klhl2
KLHL3	Klhl3
KLHL1	Klhl1
RBFOX3	Rbfox3
RN7SKP92	Gm22492
RN7SKP94	Gm22959
KLHL8	Klhl8
KLHL9	Klhl9
CAB39L	Cab39l
FUT11	Fut11
FUT10	Fut10
PNLDC1	Pnldc1
SGMS1	Sgms1
TMEM159	Tmem159
MKRN3	Mkrn3
MKRN2	Mkrn2
KATNA1	Katna1
DEFB105A	Defb12,Defb35
KDELR3	Kdelr3
DEFB105B	Defb12,Defb35
RNA5SP477	Gm23279
HIRIP3	Hirip3
C7ORF25	AW209491
C7ORF26	E130309D02Rik
ZDHHC11B	Zdhhc11
CLEC12B	Clec12b
CLEC12A	Clec12a
RNU6431P	Gm26430
LRRD1	Lrrd1
SMIM12	Smim12
MAMDC4	Mamdc4
FSBP	Fsbp
MAMDC2	Mamdc2
MEGF11	Megf11
ST14	St14
RP2	Rp2
ST13	St13
TUBB4B	Tubb4b
TEX19	Tex19.1,Tex19.2
AANAT	Aanat
RNU6477P	Gm22069
ST18	St18
TAS2R7	Tas2r130
SLC5A1	Slc5a1
CDV3	Cdv3
LYG1	Lyg1
LYG2	Lyg2
TCTN3	Tctn3
GCSH	Gcsh
TNXB	Tnxb
SOHLH1	Sohlh1
SOHLH2	Sohlh2
LHFPL1	Lhfpl1
CMAS	Cmas
GRAMD2	Gramd2
FATE1	Fate1
AKT1S1	Akt1s1
GRIFIN	Grifin
RNF135	Rnf135
GRAMD4	Gramd4
PRDM14	Prdm14
RGMA	Rgma
HNRNPUL2BSCL2	Hnrnpul2
TAS2R4	Tas2r108
SLC5A2	Slc5a2
DCHS1	Dchs1
DCHS2	Dchs2
TNFRSF8	Tnfrsf8
SLC35G3	Slc35g3
TLL1	Tll1
SERPINB11	Serpinb11
SERPINB10	Serpinb10
SERPINB13	Serpinb13
SERPINB12	Serpinb12
C6ORF89	BC004004
TMEM132C	Tmem132c
TXLNB	Txlnb
CMA1	Cma1
TMEM11	Tmem11
PLEC	Plec
TXLNA	Txlna
KAT6B	Kat6b
LRMP	Lrmp
NELL2	Nell2
HSD17B4	Hsd17b4
PLEK	Plek
BSCL2	Bscl2
CARMIL3	Lrrc16b
CARMIL2	Rltpr
CARMIL1	Lrrc16a
GOT1L1	Got1l1
RNU7111P	Gm22203,Gm23665,Gm27396
POMGNT1	Pomgnt1
POMGNT2	Pomgnt2
NWD1	Nwd1
